TimeFromTransfusion,Storage_Cat,PredVal_Base,StdErrVal_Base,PredVal_Full,StdErrVal_Full,Lower_Full,Upper_Full,base_lower_full,base_upper_full,Delta_Base,Delta_Full,Delta_Lower,Delta_Upper,VitalParam,CompFactor,CompName,VitalName,YLabel,DeltaYLabel
-563,5,35.49097145,0.475662448,35.489317422,0.4720971204,34.564023867,36.414610977,33.593395557,35.45973167,0.9777788419,0.9627538086,0.0374602534,1.8880473638,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-562,5,35.492139922,0.4756454743,35.490570587,0.4720802232,34.56531015,36.415831024,33.593395557,35.45973167,0.9789473145,0.9640069737,0.0387465365,1.8892674109,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-561,5,35.49328881,0.4756297388,35.491804777,0.4720645588,34.566575041,36.417034512,33.593395557,35.45973167,0.9800962015,0.9652411633,0.0400114277,1.890470899,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-560,5,35.494417911,0.4756152288,35.493019797,0.4720501146,34.567818372,36.418221223,33.593395557,35.45973167,0.9812253032,0.9664561839,0.0412547584,1.8916576094,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-559,5,35.495527028,0.4756019313,35.494215455,0.4720368777,34.569039974,36.419390937,33.593395557,35.45973167,0.9823344196,0.9676518418,0.0424763603,1.8928273233,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-558,5,35.496615959,0.4755898333,35.495391557,0.472024835,34.570239678,36.420543435,33.593395557,35.45973167,0.983423351,0.9688279433,0.0436760651,1.8939798216,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-557,5,35.497684505,0.4755789215,35.496547908,0.4720139735,34.571417318,36.421678498,33.593395557,35.45973167,0.9844918974,0.9699842949,0.0448537049,1.895114885,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-556,5,35.498732467,0.4755691828,35.497684316,0.4720042798,34.572572725,36.422795907,33.593395557,35.45973167,0.985539859,0.971120703,0.046009112,1.8962322939,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-555,5,35.499759644,0.4755606037,35.498800587,0.4719957408,34.573705732,36.423895442,33.593395557,35.45973167,0.986567036,0.9722369738,0.0471421191,1.8973318285,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-554,5,35.500765837,0.4755531706,35.499896527,0.4719883429,34.574816172,36.424976882,33.593395557,35.45973167,0.9875732286,0.9733329138,0.0482525588,1.8984132688,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-553,5,35.501750845,0.47554687,35.500971943,0.4719820724,34.575903878,36.426040008,33.593395557,35.45973167,0.9885582367,0.9744083293,0.0493402641,1.8994763945,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-552,5,35.502714469,0.4755416881,35.50202664,0.4719769159,34.576968682,36.427084599,33.593395557,35.45973167,0.9895218607,0.9754630268,0.0504050683,1.9005209853,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-551,5,35.503656509,0.4755376111,35.503060426,0.4719728593,34.578010418,36.428110434,33.593395557,35.45973167,0.9904639007,0.9764968125,0.0514468047,1.9015468203,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-550,5,35.504576765,0.4755346249,35.504073106,0.4719698889,34.57902892,36.429117292,33.593395557,35.45973167,0.9913841567,0.9775094929,0.0524653071,1.9025536788,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-549,5,35.505475037,0.4755327155,35.505064488,0.4719679906,34.580024023,36.430104953,33.593395557,35.45973167,0.992282429,0.9785008744,0.0534604091,1.9035413396,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
-548,5,35.506351126,0.4755318687,35.506034377,0.4719671503,34.580995558,36.431073195,33.593395557,35.45973167,0.9931585177,0.9794707632,0.054431945,1.9045095815,FIO2,Storage_Cat,RBC Storage Time,Vital Parameter Trajectory: Fraction of Inspired Oxygen (%),FiO2 (%),Change in   FiO2 (%)
